pattern_id,concept_id,support,extent_size,intent_size,selection_score,coverage,dominant_class,purity,lift,attributes,intent_indices,lows,highs,pattern_type
170,170,134,134,2,1.345042,0.040277,1,0.5,3.0,"f1868in[0.204,0.978];f3230in[0.0752,0.75]",1868;3230,0.204124;0.0751896,0.977671;0.750435,interval
171,171,320,320,2,1.333995,0.096183,4,0.555556,3.333333,"f65in[0.144,1.4];f865in[0.0728,1.07]",65;865,0.144338;0.0727605,1.39707;1.07491,interval
172,172,185,185,2,1.290398,0.055606,3,0.5,3.0,"f729in[0.212,1.04];f2563in[0.167,0.954]",729;2563,0.211999;0.166667,1.03746;0.954124,interval
173,173,239,239,2,1.277349,0.071836,3,0.538462,3.230769,"f729in[0.212,1.04];f1797in[0.0612,1.05]",729;1797,0.211999;0.0611584,1.03746;1.04533,interval
174,174,120,120,2,1.234544,0.036069,1,0.571429,3.428571,"f1868in[0.204,0.978];f2374in[0.144,0.978]",1868;2374,0.204124;0.144338,0.977671;0.977671,interval
175,175,118,118,2,1.234544,0.035467,1,0.571429,3.428571,"f1868in[0.204,0.978];f2565in[0.0986,0.914]",1868;2565,0.204124;0.0986299,0.977671;0.913675,interval
176,176,105,105,2,1.226294,0.03156,1,0.5,3.0,"f168in[0.167,1.04];f1868in[0.204,0.978]",168;1868,0.166667;0.204124,1.03746;0.977671,interval
177,177,174,174,2,1.223773,0.052299,0,0.444444,2.666667,"f165in[0.036,0.75];f200in[0.0543,0.871]",165;200,0.0360449;0.0543131,0.75;0.870791,interval
178,178,181,181,2,1.223773,0.054403,3,0.444444,2.666667,"f729in[0.212,1.04];f865in[0.0728,1.07]",729;865,0.211999;0.0727605,1.03746;1.07491,interval
179,179,81,81,2,1.18715,0.024346,1,0.5,3.0,"f816in[0.16,0.908];f1868in[0.204,0.978]",816;1868,0.160252;0.204124,0.908114;0.977671,interval
180,180,174,174,2,1.162865,0.052299,0,0.428571,2.571429,"f1868in[0.204,0.978];f2143in[0.144,1]",1868;2143,0.204124;0.144338,0.977671;1,interval
181,181,119,119,2,1.153646,0.035768,5,0.545455,3.272727,"f169in[0.23,1];f1618in[0.0836,1.02]",169;1618,0.230004;0.0836289,1;1.02316,interval
182,182,165,165,2,1.146304,0.049594,0,0.5,3.0,"f1868in[0.204,0.978];f2568in[0.208,0.989]",1868;2568,0.204124;0.207648,0.977671;0.988642,interval
183,183,135,135,2,1.133759,0.040577,1,0.625,3.75,"f102in[0.0684,0.831];f2618in[0.144,1]",102;2618,0.0684221;0.144338,0.830772;1,interval
184,184,160,160,2,1.128552,0.048091,0,0.461538,2.769231,"f1968in[0.0836,0.884];f2568in[0.208,0.989]",1968;2568,0.0836289;0.207648,0.883631;0.988642,interval
185,185,163,163,2,1.1201,0.048993,1,0.375,2.25,"f729in[0.212,1.04];f1987in[0.125,1]",729;1987,0.211999;0.125,1.03746;1,interval
186,186,777,777,2,1.102463,0.233544,3,0.433333,2.6,"f729in[0.212,1.04];f1988in[0,0.75]",729;1988,0.211999;0,1.03746;0.75,interval
187,187,769,769,2,1.102463,0.231139,3,0.433333,2.6,"f600in[0,0.75];f729in[0.212,1.04]",600;729,0;0.211999,0.75;1.03746,interval
188,188,776,776,2,1.102463,0.233243,3,0.433333,2.6,"f729in[0.212,1.04];f2641in[0,1.09]",729;2641,0.211999;0,1.03746;1.08523,interval
189,189,765,765,2,1.102463,0.229937,3,0.433333,2.6,"f729in[0.212,1.04];f2686in[0,0.75]",729;2686,0.211999;0,1.03746;0.75,interval
190,190,775,775,2,1.102463,0.232943,3,0.433333,2.6,"f729in[0.212,1.04];f1611in[0,1]",729;1611,0.211999;0,1.03746;1,interval
191,191,765,765,2,1.102463,0.229937,3,0.433333,2.6,"f729in[0.212,1.04];f3083in[0,0.769]",729;3083,0.211999;0,1.03746;0.769338,interval
192,192,775,775,2,1.102463,0.232943,3,0.433333,2.6,"f729in[0.212,1.04];f2298in[0,1]",729;2298,0.211999;0,1.03746;1,interval
193,193,777,777,2,1.102463,0.233544,3,0.433333,2.6,"f729in[0.212,1.04];f2752in[0,1]",729;2752,0.211999;0,1.03746;1,interval
194,194,778,778,2,1.102463,0.233844,3,0.433333,2.6,"f729in[0.212,1.04];f3527in[0,1.06]",729;3527,0.211999;0,1.03746;1.06176,interval
195,195,765,765,2,1.102463,0.229937,3,0.433333,2.6,"f729in[0.212,1.04];f3163in[0,0.927]",729;3163,0.211999;0,1.03746;0.926777,interval
196,196,766,766,2,1.102463,0.230237,3,0.433333,2.6,"f131in[0,0.833];f729in[0.212,1.04]",131;729,0;0.211999,0.833333;1.03746,interval
197,197,779,779,2,1.102463,0.234145,3,0.433333,2.6,"f729in[0.212,1.04];f2093in[0,1]",729;2093,0.211999;0,1.03746;1,interval
198,198,772,772,2,1.102463,0.232041,3,0.433333,2.6,"f729in[0.212,1.04];f3515in[0,0.75]",729;3515,0.211999;0,1.03746;0.75,interval
199,199,775,775,2,1.102463,0.232943,3,0.433333,2.6,"f729in[0.212,1.04];f3525in[0,0.857]",729;3525,0.211999;0,1.03746;0.8566,interval
200,200,771,771,2,1.102463,0.23174,3,0.433333,2.6,"f729in[0.212,1.04];f1516in[0,0.833]",729;1516,0.211999;0,1.03746;0.833333,interval
201,201,778,778,2,1.102463,0.233844,3,0.433333,2.6,"f729in[0.212,1.04];f2111in[0,1]",729;2111,0.211999;0,1.03746;1,interval
202,202,773,773,2,1.102463,0.232341,3,0.433333,2.6,"f729in[0.212,1.04];f731in[0,1]",729;731,0.211999;0,1.03746;1,interval
203,203,777,777,2,1.102463,0.233544,3,0.433333,2.6,"f729in[0.212,1.04];f3579in[0,1.19]",729;3579,0.211999;0,1.03746;1.19382,interval
204,204,776,776,2,1.102463,0.233243,3,0.433333,2.6,"f729in[0.212,1.04];f2411in[0,0.875]",729;2411,0.211999;0,1.03746;0.875,interval
205,205,747,747,2,1.102463,0.224527,3,0.433333,2.6,"f729in[0.212,1.04];f3030in[0,0.75]",729;3030,0.211999;0,1.03746;0.75,interval
206,206,779,779,2,1.102463,0.234145,3,0.433333,2.6,"f729in[0.212,1.04];f3257in[0,1.14]",729;3257,0.211999;0,1.03746;1.14176,interval
207,207,778,778,2,1.102463,0.233844,3,0.433333,2.6,"f11in[0,0.75];f729in[0.212,1.04]",11;729,0;0.211999,0.75;1.03746,interval
208,208,779,779,2,1.102463,0.234145,3,0.433333,2.6,"f729in[0.212,1.04];f812in[0,1.26]",729;812,0.211999;0,1.03746;1.26022,interval
209,209,762,762,2,1.102463,0.229035,3,0.433333,2.6,"f38in[0,0.75];f729in[0.212,1.04]",38;729,0;0.211999,0.75;1.03746,interval
210,210,760,760,2,1.102463,0.228434,3,0.433333,2.6,"f729in[0.212,1.04];f3122in[0,0.916]",729;3122,0.211999;0,1.03746;0.916228,interval
211,211,776,776,2,1.102463,0.233243,3,0.433333,2.6,"f729in[0.212,1.04];f3541in[0,0.857]",729;3541,0.211999;0,1.03746;0.8566,interval
212,212,779,779,2,1.102463,0.234145,3,0.433333,2.6,"f729in[0.212,1.04];f2239in[0,1.19]",729;2239,0.211999;0,1.03746;1.18615,interval
213,213,773,773,2,1.102463,0.232341,3,0.433333,2.6,"f729in[0.212,1.04];f1619in[0,0.75]",729;1619,0.211999;0,1.03746;0.75,interval
214,214,777,777,2,1.102463,0.233544,3,0.433333,2.6,"f729in[0.212,1.04];f2139in[0,1]",729;2139,0.211999;0,1.03746;1,interval
215,215,774,774,2,1.102463,0.232642,3,0.433333,2.6,"f729in[0.212,1.04];f1089in[0,0.75]",729;1089,0.211999;0,1.03746;0.75,interval
216,216,777,777,2,1.102463,0.233544,3,0.433333,2.6,"f729in[0.212,1.04];f2230in[0,0.75]",729;2230,0.211999;0,1.03746;0.75,interval
217,217,752,752,2,1.102463,0.226029,3,0.433333,2.6,"f729in[0.212,1.04];f2818in[0,0.75]",729;2818,0.211999;0,1.03746;0.75,interval
218,218,779,779,2,1.102463,0.234145,3,0.433333,2.6,"f729in[0.212,1.04];f921in[0,0.833]",729;921,0.211999;0,1.03746;0.833333,interval
219,219,766,766,2,1.102463,0.230237,3,0.433333,2.6,"f729in[0.212,1.04];f3288in[0,0.954]",729;3288,0.211999;0,1.03746;0.954124,interval
220,220,744,744,2,1.102463,0.223625,3,0.433333,2.6,"f729in[0.212,1.04];f1570in[0,0.25]",729;1570,0.211999;0,1.03746;0.25,interval
221,221,773,773,2,1.102463,0.232341,3,0.433333,2.6,"f729in[0.212,1.04];f1733in[0,0.75]",729;1733,0.211999;0,1.03746;0.75,interval
222,222,778,778,2,1.102463,0.233844,3,0.433333,2.6,"f236in[0,0.978];f729in[0.212,1.04]",236;729,0;0.211999,0.977671;1.03746,interval
223,223,778,778,2,1.102463,0.233844,3,0.433333,2.6,"f615in[0,0.978];f729in[0.212,1.04]",615;729,0;0.211999,0.977671;1.03746,interval
224,224,770,770,2,1.102463,0.23144,3,0.433333,2.6,"f729in[0.212,1.04];f3278in[0,0.75]",729;3278,0.211999;0,1.03746;0.75,interval
225,225,778,778,2,1.102463,0.233844,3,0.433333,2.6,"f729in[0.212,1.04];f1984in[0,1]",729;1984,0.211999;0,1.03746;1,interval
226,226,771,771,2,1.102463,0.23174,3,0.433333,2.6,"f211in[0,0.871];f729in[0.212,1.04]",211;729,0;0.211999,0.870791;1.03746,interval
227,227,778,778,2,1.102463,0.233844,3,0.433333,2.6,"f729in[0.212,1.04];f1541in[0,1]",729;1541,0.211999;0,1.03746;1,interval
228,228,779,779,2,1.102463,0.234145,3,0.433333,2.6,"f729in[0.212,1.04];f2718in[0,1]",729;2718,0.211999;0,1.03746;1,interval
229,229,203,203,2,1.076093,0.061016,4,0.555556,3.333333,"f65in[0.144,1.4];f2604in[0.012,0.842]",65;2604,0.144338;0.0120281,1.39707;0.841972,interval
230,230,195,195,2,1.066813,0.058611,3,0.5,3.0,"f1797in[0.0612,1.05];f2618in[0.144,1]",1797;2618,0.0611584;0.144338,1.04533;1,interval
231,231,198,198,2,1.066813,0.059513,3,0.5,3.0,"f1797in[0.0612,1.05];f3472in[0.144,1]",1797;3472,0.0611584;0.144338,1.04533;1,interval
232,232,241,241,2,1.066813,0.072438,5,0.5,3.0,"f2618in[0.144,1];f3472in[0.144,1]",2618;3472,0.144338;0.144338,1;1,interval
233,233,188,188,2,1.066813,0.056507,3,0.5,3.0,"f2143in[0.144,1];f3472in[0.144,1]",2143;3472,0.144338;0.144338,1;1,interval
234,234,97,97,2,1.066813,0.029155,0,0.5,3.0,"f168in[0.167,1.04];f1968in[0.0836,0.884]",168;1968,0.166667;0.0836289,1.03746;0.883631,interval
235,235,155,155,2,1.052488,0.046589,1,0.428571,2.571429,"f102in[0.0684,0.831];f1239in[0.113,1]",102;1239,0.0684221;0.113109,0.830772;1,interval
236,236,97,97,2,1.050156,0.029155,5,0.6,3.6,"f1618in[0.0836,1.02];f3605in[0.0179,0.849]",1618;3605,0.0836289;0.0178571,1.02316;0.849408,interval
237,237,229,229,2,1.020064,0.068831,5,0.454545,2.727273,"f3472in[0.144,1];f3640in[0.0655,0.942]",3472;3640,0.144338;0.0655089,1;0.942442,interval
238,238,305,305,2,1.020064,0.091674,4,0.454545,2.727273,"f2615in[0.169,1.04];f2733in[0.0287,0.75]",2615;2733,0.169194;0.0287481,1.03746;0.75,interval
239,239,145,145,2,1.008027,0.043583,5,0.5,3.0,"f169in[0.23,1];f808in[0.109,0.987]",169;808,0.230004;0.109109,1;0.986664,interval
240,240,182,182,2,1.008027,0.054704,4,0.5,3.0,"f65in[0.144,1.4];f2563in[0.167,0.954]",65;2563,0.144338;0.166667,1.39707;0.954124,interval
241,241,158,158,2,0.99581,0.04749,1,0.6,3.6,"f102in[0.0684,0.831];f2539in[0.237,1]",102;2539,0.0684221;0.237244,0.830772;1,interval
242,242,413,413,2,0.981767,0.124136,4,0.538462,3.230769,"f65in[0.144,1.4];f1613in[0.0936,1]",65;1613,0.144338;0.0935913,1.39707;1,interval
243,243,139,139,2,0.965872,0.041779,5,0.444444,2.666667,"f169in[0.23,1];f3472in[0.144,1]",169;3472,0.230004;0.144338,1;1,interval
244,244,645,645,2,0.957534,0.193868,1,0.366667,2.2,"f102in[0.0684,0.831];f2982in[0,0.75]",102;2982,0.0684221;0,0.830772;0.75,interval
245,245,647,647,2,0.957534,0.194469,1,0.366667,2.2,"f102in[0.0684,0.831];f3599in[0,0.75]",102;3599,0.0684221;0,0.830772;0.75,interval
246,246,644,644,2,0.957534,0.193568,1,0.366667,2.2,"f102in[0.0684,0.831];f131in[0,0.833]",102;131,0.0684221;0,0.830772;0.833333,interval
247,247,649,649,2,0.957534,0.195071,1,0.366667,2.2,"f102in[0.0684,0.831];f762in[0,1]",102;762,0.0684221;0,0.830772;1,interval
248,248,641,641,2,0.957534,0.192666,1,0.366667,2.2,"f102in[0.0684,0.831];f2988in[0,0.625]",102;2988,0.0684221;0,0.830772;0.625,interval
249,249,648,648,2,0.957534,0.19477,1,0.366667,2.2,"f102in[0.0684,0.831];f3288in[0,0.954]",102;3288,0.0684221;0,0.830772;0.954124,interval
250,250,649,649,2,0.957534,0.195071,1,0.366667,2.2,"f102in[0.0684,0.831];f3639in[0,1]",102;3639,0.0684221;0,0.830772;1,interval
251,251,649,649,2,0.957534,0.195071,1,0.366667,2.2,"f102in[0.0684,0.831];f3346in[0,1]",102;3346,0.0684221;0,0.830772;1,interval
252,252,647,647,2,0.957534,0.194469,1,0.366667,2.2,"f102in[0.0684,0.831];f2093in[0,1]",102;2093,0.0684221;0,0.830772;1,interval
253,253,647,647,2,0.957534,0.194469,1,0.366667,2.2,"f102in[0.0684,0.831];f511in[0,0.954]",102;511,0.0684221;0,0.830772;0.954124,interval
254,254,648,648,2,0.957534,0.19477,1,0.366667,2.2,"f102in[0.0684,0.831];f3378in[0,0.75]",102;3378,0.0684221;0,0.830772;0.75,interval
255,255,649,649,2,0.957534,0.195071,1,0.366667,2.2,"f102in[0.0684,0.831];f3019in[0,0.978]",102;3019,0.0684221;0,0.830772;0.977671,interval
