pattern_id,concept_id,support,extent_size,intent_size,selection_score,coverage,dominant_class,purity,lift,attributes,intent_indices,lows,highs,pattern_type
160,160,8442,8442,2,1.041024,0.428158,1,0.666667,2.0,"f329in[0.00112,0.117];f484in[0,0.0731]",329;484,0.00111746;0,0.117036;0.0731451,interval
161,161,2577,2577,2,1.041024,0.130699,1,0.666667,2.0,"f346in[0.000978,0.138];f457in[0,0.151]",346;457,0.000977771;0,0.13785;0.150773,interval
162,162,8171,8171,2,1.041024,0.414414,1,0.666667,2.0,"f329in[0.00112,0.117];f357in[0,0.0531]",329;357,0.00111746;0,0.117036;0.053092,interval
163,163,4143,4143,2,1.041024,0.210123,2,0.666667,2.0,"f63in[0,0.039];f196in[0.0137,0.192]",63;196,0;0.0136722,0.038971;0.19212,interval
164,164,8570,8570,2,1.041024,0.43465,1,0.666667,2.0,"f329in[0.00112,0.117];f374in[0,0.0761]",329;374,0.00111746;0,0.117036;0.0761364,interval
165,165,2566,2566,2,1.041024,0.130142,1,0.666667,2.0,"f226in[0,0.0745];f346in[0.000978,0.138]",226;346,0;0.000977771,0.0744505;0.13785,interval
166,166,3095,3095,2,1.041024,0.156971,0,0.666667,2.0,"f93in[0.00402,0.174];f487in[0,0.035]",93;487,0.00402105;0,0.173565;0.0350067,interval
167,167,4198,4198,2,1.041024,0.212913,2,0.666667,2.0,"f196in[0.0137,0.192];f477in[0,0.218]",196;477,0.0136722;0,0.19212;0.218241,interval
168,168,4282,4282,2,1.041024,0.217173,2,0.666667,2.0,"f196in[0.0137,0.192];f447in[0,0.23]",196;447,0.0136722;0,0.19212;0.230454,interval
169,169,2558,2558,2,1.041024,0.129736,1,0.666667,2.0,"f346in[0.000978,0.138];f499in[0,0.241]",346;499,0.000977771;0,0.13785;0.240766,interval
170,170,2494,2494,2,1.041024,0.12649,1,0.666667,2.0,"f346in[0.000978,0.138];f408in[0,0.0311]",346;408,0.000977771;0,0.13785;0.031052,interval
171,171,3114,3114,2,1.041024,0.157935,0,0.666667,2.0,"f93in[0.00402,0.174];f332in[0,0.142]",93;332,0.00402105;0,0.173565;0.141896,interval
172,172,3955,3955,2,1.041024,0.200588,2,0.666667,2.0,"f196in[0.0137,0.192];f317in[0,0.0232]",196;317,0.0136722;0,0.19212;0.02316,interval
173,173,4285,4285,2,1.041024,0.217325,2,0.666667,2.0,"f196in[0.0137,0.192];f496in[0,0.394]",196;496,0.0136722;0,0.19212;0.394427,interval
174,174,2754,2754,2,1.041024,0.139676,0,0.666667,2.0,"f248in[0.00942,0.0759];f453in[0,0.0213]",248;453,0.00942105;0,0.0758598;0.0212657,interval
175,175,2530,2530,2,1.041024,0.128316,1,0.666667,2.0,"f63in[0,0.039];f346in[0.000978,0.138]",63;346,0;0.000977771,0.038971;0.13785,interval
176,176,4225,4225,2,1.041024,0.214282,2,0.666667,2.0,"f196in[0.0137,0.192];f372in[0,0.0416]",196;372,0.0136722;0,0.19212;0.0415625,interval
177,177,4253,4253,2,1.041024,0.215702,2,0.666667,2.0,"f196in[0.0137,0.192];f387in[0,0.175]",196;387,0.0136722;0,0.19212;0.174679,interval
178,178,2577,2577,2,1.041024,0.130699,1,0.666667,2.0,"f346in[0.000978,0.138];f469in[0,0.181]",346;469,0.000977771;0,0.13785;0.181393,interval
179,179,3014,3014,2,1.041024,0.152863,0,0.666667,2.0,"f248in[0.00942,0.0759];f287in[0,0.134]",248;287,0.00942105;0,0.0758598;0.134045,interval
180,180,2555,2555,2,1.041024,0.129584,1,0.666667,2.0,"f346in[0.000978,0.138];f493in[0,0.0531]",346;493,0.000977771;0,0.13785;0.0530848,interval
181,181,2511,2511,2,1.041024,0.127352,1,0.666667,2.0,"f279in[0,0.045];f346in[0.000978,0.138]",279;346,0;0.000977771,0.0450235;0.13785,interval
182,182,8609,8609,2,1.041024,0.436628,1,0.666667,2.0,"f316in[0,0.177];f329in[0.00112,0.117]",316;329,0;0.00111746,0.176963;0.117036,interval
183,183,2918,2918,2,1.041024,0.147994,0,0.666667,2.0,"f125in[0,0.032];f248in[0.00942,0.0759]",125;248,0;0.00942105,0.0320302;0.0758598,interval
184,184,8506,8506,2,1.041024,0.431404,1,0.666667,2.0,"f329in[0.00112,0.117];f331in[0,0.0795]",329;331,0.00111746;0,0.117036;0.079544,interval
185,185,2466,2466,2,1.041024,0.12507,1,0.666667,2.0,"f52in[0,0.0795];f346in[0.000978,0.138]",52;346,0;0.000977771,0.0795388;0.13785,interval
186,186,3941,3941,2,1.041024,0.199878,2,0.666667,2.0,"f196in[0.0137,0.192];f482in[0,0.0239]",196;482,0.0136722;0,0.19212;0.0238723,interval
187,187,3054,3054,2,1.041024,0.154892,0,0.666667,2.0,"f93in[0.00402,0.174];f343in[0,0.0384]",93;343,0.00402105;0,0.173565;0.0383757,interval
188,188,2549,2549,2,1.041024,0.129279,1,0.666667,2.0,"f346in[0.000978,0.138];f405in[0,0.0598]",346;405,0.000977771;0,0.13785;0.0597637,interval
189,189,2458,2458,2,1.041024,0.124664,1,0.666667,2.0,"f79in[0,0.0201];f346in[0.000978,0.138]",79;346,0;0.000977771,0.0200652;0.13785,interval
190,190,3098,3098,2,1.041024,0.157123,0,0.666667,2.0,"f93in[0.00402,0.174];f431in[0,0.0937]",93;431,0.00402105;0,0.173565;0.0937062,interval
191,191,2783,2783,2,1.041024,0.141147,0,0.666667,2.0,"f248in[0.00942,0.0759];f249in[0,0.0402]",248;249,0.00942105;0,0.0758598;0.0402236,interval
192,192,3074,3074,2,1.041024,0.155906,0,0.666667,2.0,"f93in[0.00402,0.174];f411in[0,0.0599]",93;411,0.00402105;0,0.173565;0.0599148,interval
193,193,2575,2575,2,1.041024,0.130598,1,0.666667,2.0,"f346in[0.000978,0.138];f353in[0,0.144]",346;353,0.000977771;0,0.13785;0.143536,interval
194,194,8610,8610,2,1.041024,0.436679,1,0.666667,2.0,"f235in[0,0.136];f329in[0.00112,0.117]",235;329,0;0.00111746,0.135802;0.117036,interval
195,195,2513,2513,2,1.041024,0.127453,1,0.666667,2.0,"f346in[0.000978,0.138];f347in[0,0.0529]",346;347,0.000977771;0,0.13785;0.0529419,interval
196,196,8603,8603,2,1.041024,0.436324,1,0.666667,2.0,"f329in[0.00112,0.117];f450in[0,0.139]",329;450,0.00111746;0,0.117036;0.139043,interval
197,197,2541,2541,2,1.041024,0.128874,1,0.666667,2.0,"f346in[0.000978,0.138];f449in[0,0.112]",346;449,0.000977771;0,0.13785;0.111902,interval
198,198,8489,8489,2,1.041024,0.430542,1,0.666667,2.0,"f85in[0,0.0712];f329in[0.00112,0.117]",85;329,0;0.00111746,0.071154;0.117036,interval
199,199,4196,4196,2,1.041024,0.212811,2,0.666667,2.0,"f196in[0.0137,0.192];f397in[0,0.0792]",196;397,0.0136722;0,0.19212;0.0792291,interval
200,200,4264,4264,2,1.041024,0.21626,2,0.666667,2.0,"f196in[0.0137,0.192];f464in[0,0.313]",196;464,0.0136722;0,0.19212;0.312643,interval
201,201,8630,8630,2,1.041024,0.437693,1,0.666667,2.0,"f329in[0.00112,0.117];f486in[0,0.251]",329;486,0.00111746;0,0.117036;0.250912,interval
202,202,2562,2562,2,1.041024,0.129939,1,0.666667,2.0,"f235in[0,0.136];f346in[0.000978,0.138]",235;346,0;0.000977771,0.135802;0.13785,interval
203,203,4063,4063,2,1.041024,0.206066,2,0.666667,2.0,"f196in[0.0137,0.192];f448in[0,0.0531]",196;448,0.0136722;0,0.19212;0.0531436,interval
204,204,4010,4010,2,1.041024,0.203378,2,0.666667,2.0,"f196in[0.0137,0.192];f435in[0,0.057]",196;435,0.0136722;0,0.19212;0.0570113,interval
205,205,2947,2947,2,1.041024,0.149465,0,0.666667,2.0,"f93in[0.00402,0.174];f465in[0,0.0316]",93;465,0.00402105;0,0.173565;0.0316199,interval
206,206,3029,3029,2,1.041024,0.153624,0,0.666667,2.0,"f93in[0.00402,0.174];f456in[0,0.0529]",93;456,0.00402105;0,0.173565;0.0529372,interval
207,207,2513,2513,2,1.041024,0.127453,1,0.666667,2.0,"f346in[0.000978,0.138];f439in[0,0.0437]",346;439,0.000977771;0,0.13785;0.0437123,interval
208,208,3899,3899,2,1.041024,0.197748,2,0.666667,2.0,"f196in[0.0137,0.192];f349in[0,0.00806]",196;349,0.0136722;0,0.19212;0.00805847,interval
209,209,1541,1541,2,1.030304,0.078156,2,0.666667,2.0,"f348in[0.00056,0.0727];f434in[0.00344,0.176]",348;434,0.000559668;0.00344145,0.0726944;0.176192,interval
210,210,1097,1097,2,1.030304,0.055637,0,0.666667,2.0,"f54in[0.00953,0.0537];f110in[0.00539,0.108]",54;110,0.00952688;0.00539418,0.0537227;0.107834,interval
211,211,1104,1104,2,1.030304,0.055992,1,0.666667,2.0,"f119in[3.17e-05,0.104];f189in[9.52e-05,0.0482]",119;189,3.17351e-05;9.51804e-05,0.103534;0.0481784,interval
212,212,663,663,2,1.030304,0.033626,0,0.666667,2.0,"f33in[0.0063,0.102];f341in[0.00121,0.0437]",33;341,0.00630034;0.00120621,0.1024;0.043705,interval
213,213,1071,1071,2,1.030304,0.054319,0,0.666667,2.0,"f62in[0.00966,0.0523];f175in[0.011,0.0828]",62;175,0.00965997;0.0110124,0.0523354;0.0827589,interval
214,214,580,580,2,1.030304,0.029416,0,0.666667,2.0,"f62in[0.00966,0.0523];f368in[0.0013,0.0194]",62;368,0.00965997;0.00130086,0.0523354;0.019435,interval
215,215,766,766,2,1.030304,0.03885,0,0.666667,2.0,"f283in[0.00122,0.0499];f378in[0.00676,0.0938]",283;378,0.00122059;0.00675683,0.0499335;0.0937554,interval
216,216,637,637,2,1.030304,0.032307,0,0.666667,2.0,"f101in[0.00211,0.0313];f159in[0.0105,0.0622]",101;159,0.00210524;0.01048,0.0313285;0.0622382,interval
217,217,542,542,2,1.030304,0.027489,0,0.666667,2.0,"f142in[0.00206,0.0348];f267in[0.00207,0.171]",142;267,0.00206023;0.00206642,0.0347584;0.171212,interval
218,218,1278,1278,2,1.001127,0.064817,1,0.571429,1.714286,"f89in[0.0161,0.0759];f261in[0.000436,0.108]",89;261,0.0161029;0.000436047,0.0759466;0.108475,interval
219,219,817,817,2,1.001127,0.041436,0,0.571429,1.714286,"f123in[0.0189,0.083];f171in[0.000138,0.0877]",123;171,0.0188828;0.000137839,0.0830422;0.0876843,interval
220,220,936,936,2,0.976281,0.047472,1,0.75,2.25,"f346in[0.000978,0.138];f395in[0.000171,0.0973]",346;395,0.000977771;0.000171287,0.13785;0.0972721,interval
221,221,1121,1121,2,0.976281,0.056854,0,0.75,2.25,"f8in[0.00512,0.118];f386in[0.00199,0.145]",8;386,0.00511768;0.0019906,0.11764;0.145383,interval
222,222,620,620,2,0.976281,0.031445,1,0.75,2.25,"f69in[0.00129,0.0515];f341in[0.00121,0.0437]",69;341,0.00129345;0.00120621,0.0514558;0.043705,interval
223,223,679,679,2,0.976281,0.034437,1,0.75,2.25,"f190in[0.000504,0.126];f341in[0.00121,0.0437]",190;341,0.000504388;0.00120621,0.126451;0.043705,interval
224,224,1840,1840,2,0.976281,0.09332,2,0.75,2.25,"f180in[0.00309,0.0695];f247in[0.00497,0.0734]",180;247,0.00308644;0.0049722,0.069548;0.0733985,interval
225,225,747,747,2,0.976281,0.037886,0,0.75,2.25,"f346in[0.000978,0.138];f348in[0.00056,0.0727]",346;348,0.000977771;0.000559668,0.13785;0.0726944,interval
226,226,919,919,2,0.976281,0.04661,1,0.75,2.25,"f230in[0.000166,0.0261];f324in[0.000775,0.0309]",230;324,0.000165746;0.000774838,0.026105;0.0309051,interval
227,227,889,889,2,0.976281,0.045088,0,0.75,2.25,"f23in[0.00142,0.0415];f162in[0.0227,0.0907]",23;162,0.00141796;0.0227199,0.0414627;0.090692,interval
228,228,773,773,2,0.976281,0.039205,0,0.75,2.25,"f149in[0.0182,0.084];f171in[0.000138,0.0877]",149;171,0.0181726;0.000137839,0.0840487;0.0876843,interval
229,229,430,430,2,0.976281,0.021809,0,0.75,2.25,"f119in[3.17e-05,0.104];f202in[0.00967,0.0536]",119;202,3.17351e-05;0.00966697,0.103534;0.0535612,interval
230,230,668,668,2,0.976281,0.033879,0,0.75,2.25,"f82in[0.00246,0.0558];f283in[0.00122,0.0499]",82;283,0.00245862;0.00122059,0.0557644;0.0499335,interval
231,231,1884,1884,2,0.976281,0.095552,1,0.75,2.25,"f57in[0.00247,0.0718];f69in[0.00129,0.0515]",57;69,0.00246907;0.00129345,0.07185;0.0514558,interval
232,232,1152,1152,2,0.976281,0.058427,2,0.75,2.25,"f195in[0.00106,0.0712];f318in[0.00248,0.0298]",195;318,0.00106477;0.0024832,0.071248;0.0298196,interval
233,233,1302,1302,2,0.934535,0.066034,1,0.75,2.25,"f69in[0.00129,0.0515];f346in[0.000978,0.138]",69;346,0.00129345;0.000977771,0.0514558;0.13785,interval
234,234,1629,1629,2,0.904034,0.082619,0,0.5,1.5,"f119in[3.17e-05,0.104];f166in[0.00233,0.0809]",119;166,3.17351e-05;0.00233354,0.103534;0.0808684,interval
235,235,1147,1147,2,0.904034,0.058173,0,0.5,1.5,"f157in[0.00137,0.0505];f160in[0.00206,0.127]",157;160,0.00136621;0.0020606,0.0505225;0.127009,interval
236,236,1545,1545,2,0.904034,0.078359,0,0.5,1.5,"f196in[0.0137,0.192];f230in[0.000166,0.0261]",196;230,0.0136722;0.000165746,0.19212;0.026105,interval
237,237,1352,1352,2,0.904034,0.06857,1,0.5,1.5,"f16in[0.0142,0.0246];f201in[0.00502,0.0466]",16;201,0.0142029;0.00502487,0.0246042;0.0465515,interval
238,238,1142,1142,2,0.866249,0.05792,1,0.6,1.8,"f17in[0.00106,0.119];f146in[0.0141,0.054]",17;146,0.00105639;0.014133,0.119033;0.0539755,interval
239,239,585,585,2,0.866249,0.02967,0,0.6,1.8,"f184in[0.00245,0.134];f386in[0.00199,0.145]",184;386,0.00245111;0.0019906,0.133945;0.145383,interval
240,240,1659,1659,2,0.866249,0.084141,2,0.6,1.8,"f190in[0.000504,0.126];f247in[0.00497,0.0734]",190;247,0.000504388;0.0049722,0.126451;0.0733985,interval
241,241,656,656,2,0.866249,0.033271,0,0.6,1.8,"f15in[0.000625,0.164];f171in[0.000138,0.0877]",15;171,0.000625433;0.000137839,0.163876;0.0876843,interval
242,242,642,642,2,0.866249,0.032561,0,0.6,1.8,"f33in[0.0063,0.102];f123in[0.0189,0.083]",33;123,0.00630034;0.0188828,0.1024;0.0830422,interval
243,243,1012,1012,2,0.866249,0.051326,2,0.6,1.8,"f138in[0.00391,0.0749];f269in[0.00223,0.0633]",138;269,0.00391029;0.00222868,0.0749435;0.06328,interval
244,244,853,853,2,0.866249,0.043262,1,0.6,1.8,"f162in[0.0227,0.0907];f346in[0.000978,0.138]",162;346,0.0227199;0.000977771,0.090692;0.13785,interval
245,245,1370,1370,2,0.866249,0.069483,1,0.6,1.8,"f230in[0.000166,0.0261];f261in[0.000436,0.108]",230;261,0.000165746;0.000436047,0.026105;0.108475,interval
246,246,666,666,2,0.866249,0.033778,1,0.6,1.8,"f253in[0.00319,0.0552];f346in[0.000978,0.138]",253;346,0.00319247;0.000977771,0.0551859;0.13785,interval
247,247,2070,2070,2,0.866249,0.104986,2,0.6,1.8,"f149in[0.0182,0.084];f190in[0.000504,0.126]",149;190,0.0181726;0.000504388,0.0840487;0.126451,interval
248,248,1220,1220,2,0.866249,0.061876,1,0.6,1.8,"f318in[0.00248,0.0298];f367in[0.000117,0.0529]",318;367,0.0024832;0.000116922,0.0298196;0.052891,interval
249,249,736,736,2,0.866249,0.037328,2,0.6,1.8,"f95in[0.00538,0.0411];f295in[0.00283,0.0365]",95;295,0.00538197;0.00283235,0.0411438;0.0365084,interval
250,250,782,782,2,0.866249,0.039661,0,0.6,1.8,"f110in[0.00539,0.108];f119in[3.17e-05,0.104]",110;119,0.00539418;3.17351e-05,0.107834;0.103534,interval
251,251,2794,2794,2,0.865035,0.141705,0,0.6,1.8,"f211in[0,0.0363];f283in[0.00122,0.0499]",211;283,0;0.00122059,0.0363409;0.0499335,interval
252,252,2985,2985,2,0.865035,0.151392,0,0.6,1.8,"f305in[0.0031,0.0491];f389in[0,0.0396]",305;389,0.00309804;0,0.0490568;0.0396388,interval
253,253,2855,2855,2,0.865035,0.144799,0,0.6,1.8,"f272in[0,0.0509];f283in[0.00122,0.0499]",272;283,0;0.00122059,0.050949;0.0499335,interval
254,254,2721,2721,2,0.865035,0.138003,0,0.6,1.8,"f244in[0,0.0309];f283in[0.00122,0.0499]",244;283,0;0.00122059,0.0308755;0.0499335,interval
255,255,2088,2088,2,0.838188,0.105898,0,0.666667,2.0,"f200in[0.00295,0.0872];f428in[0,0.0256]",200;428,0.00294758;0,0.0871779;0.0256234,interval
